,Hospitals,Hotels
207,S R KALLA MEMORIAL GASTRO AND GENERAL HOSPITAL,
208,S R KALLA MEMORIAL GASTRO AND GENERAL HOSPITAL,
209,S R KALLA MEMORIAL GASTRO AND GENERAL HOSPITAL,
210,S R KALLA MEMORIAL GASTRO AND GENERAL HOSPITAL,
211,S R KALLA MEMORIAL GASTRO AND GENERAL HOSPITAL,
212,S R KALLA MEMORIAL GASTRO AND GENERAL HOSPITAL,
213,S R KALLA MEMORIAL GASTRO AND GENERAL HOSPITAL,
214,S R KALLA MEMORIAL GASTRO AND GENERAL HOSPITAL,
215,S R KALLA MEMORIAL GASTRO AND GENERAL HOSPITAL,
216,S R KALLA MEMORIAL GASTRO AND GENERAL HOSPITAL,
217,S R KALLA MEMORIAL GASTRO AND GENERAL HOSPITAL,
218,S R KALLA MEMORIAL GASTRO AND GENERAL HOSPITAL,
219,S R KALLA MEMORIAL GASTRO AND GENERAL HOSPITAL,
220,S R KALLA MEMORIAL GASTRO AND GENERAL HOSPITAL,
221,S R KALLA MEMORIAL GASTRO AND GENERAL HOSPITAL,
222,S R KALLA MEMORIAL GASTRO AND GENERAL HOSPITAL,
223,S R KALLA MEMORIAL GASTRO AND GENERAL HOSPITAL,
224,S R KALLA MEMORIAL GASTRO AND GENERAL HOSPITAL,
225,S R KALLA MEMORIAL GASTRO AND GENERAL HOSPITAL,
226,S R KALLA MEMORIAL GASTRO AND GENERAL HOSPITAL,
227,S R KALLA MEMORIAL GASTRO AND GENERAL HOSPITAL,"HOTEL'S NAME:
Hotel Shree Residency
STAR RTAING:
2
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
0.3
ROOM COUNT:
13
PRICE RANGE (INR):
850
PRICE RANGE (USD):
12
HOTELS LINK:
shreeresidencyhotel.com"
228,S R KALLA MEMORIAL GASTRO AND GENERAL HOSPITAL,"HOTEL'S NAME:
OYO 10282 Hotel Rish
STAR RTAING:
2
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
1.0
ROOM COUNT:
19
PRICE RANGE (INR):
850
PRICE RANGE (USD):
12
HOTELS LINK:
oyorooms.com"
229,S R KALLA MEMORIAL GASTRO AND GENERAL HOSPITAL,"SIGHT'S NAME:
Raj Mandir
SIGHTS' ADDRESS:
C-16, Bhagwan Das Rd, Panch Batti, C Scheme, Ashok Nagar, Jaipur, Rajasthan 302001
SIGHT DISTANCE FROM HOSPITAL (IN KM):
2.0
CONNECTIVITY:
Cab, Auto
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
230,S R KALLA MEMORIAL GASTRO AND GENERAL HOSPITAL,"MARKET NAME:
Megha Markets
MARKET IS KNOWN FOR:
Multiple Type Of Items
RESTURANTS IN MARKET PLACE:
Local, Casual, Fast Food
RELIGIOUS PLACES IN MARKET:
Hanuman Mandir"
231,Bhagwan Mahaveer Cancer Hospital & Research Centre,"APPOINTMENT LINK
sidarth.verma@bmchrc.com"
232,Bhagwan Mahaveer Cancer Hospital & Research Centre,"INTERNATIONAL CUISINES
- Not Available -"
233,Bhagwan Mahaveer Cancer Hospital & Research Centre,"INTERNATIONAL RECOGNITIONS
NA"
234,Bhagwan Mahaveer Cancer Hospital & Research Centre,"ISO DETAILS
NA"
235,Bhagwan Mahaveer Cancer Hospital & Research Centre,"LANGUAGES
* Arabic"
236,Bhagwan Mahaveer Cancer Hospital & Research Centre,"CERTIFICATES
* NABH"
237,Bhagwan Mahaveer Cancer Hospital & Research Centre,"ROOMS
* Multiple Beds"
238,Bhagwan Mahaveer Cancer Hospital & Research Centre,
239,Bhagwan Mahaveer Cancer Hospital & Research Centre,
240,Bhagwan Mahaveer Cancer Hospital & Research Centre,
241,Bhagwan Mahaveer Cancer Hospital & Research Centre,
242,Bhagwan Mahaveer Cancer Hospital & Research Centre,
243,Bhagwan Mahaveer Cancer Hospital & Research Centre,
244,Bhagwan Mahaveer Cancer Hospital & Research Centre,
245,Bhagwan Mahaveer Cancer Hospital & Research Centre,
246,Bhagwan Mahaveer Cancer Hospital & Research Centre,
247,Bhagwan Mahaveer Cancer Hospital & Research Centre,
248,Bhagwan Mahaveer Cancer Hospital & Research Centre,
249,Bhagwan Mahaveer Cancer Hospital & Research Centre,
250,Bhagwan Mahaveer Cancer Hospital & Research Centre,
251,Bhagwan Mahaveer Cancer Hospital & Research Centre,
252,Bhagwan Mahaveer Cancer Hospital & Research Centre,
253,Bhagwan Mahaveer Cancer Hospital & Research Centre,
254,Bhagwan Mahaveer Cancer Hospital & Research Centre,
255,Bhagwan Mahaveer Cancer Hospital & Research Centre,
256,Bhagwan Mahaveer Cancer Hospital & Research Centre,
257,Bhagwan Mahaveer Cancer Hospital & Research Centre,
258,Bhagwan Mahaveer Cancer Hospital & Research Centre,
259,Bhagwan Mahaveer Cancer Hospital & Research Centre,
260,Bhagwan Mahaveer Cancer Hospital & Research Centre,
261,Bhagwan Mahaveer Cancer Hospital & Research Centre,
262,Bhagwan Mahaveer Cancer Hospital & Research Centre,
263,Bhagwan Mahaveer Cancer Hospital & Research Centre,
264,Bhagwan Mahaveer Cancer Hospital & Research Centre,
265,Bhagwan Mahaveer Cancer Hospital & Research Centre,
266,Bhagwan Mahaveer Cancer Hospital & Research Centre,
267,Bhagwan Mahaveer Cancer Hospital & Research Centre,
268,Bhagwan Mahaveer Cancer Hospital & Research Centre,
269,Bhagwan Mahaveer Cancer Hospital & Research Centre,"HOTEL'S NAME:
Red Fox Hotel, Jaipur
STAR RTAING:
3
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
0.3
ROOM COUNT:
233
PRICE RANGE (INR):
3000
PRICE RANGE (USD):
42
HOTELS LINK:
lemontreehotels.com"
270,Bhagwan Mahaveer Cancer Hospital & Research Centre,"HOTEL'S NAME:
Hotel Soni Space
STAR RTAING:
2
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
1.7
ROOM COUNT:
8
PRICE RANGE (INR):
1000
PRICE RANGE (USD):
14
HOTELS LINK:
n/a"
271,Bhagwan Mahaveer Cancer Hospital & Research Centre,"SIGHT'S NAME:
Jawahar Kala Kendra
SIGHTS' ADDRESS:
2, Jawaharlal Nehru Marg, Opp Commerce College, Jhalana Doongri, Jaipur, Rajasthan 302004
SIGHT DISTANCE FROM HOSPITAL (IN KM):
1.7
CONNECTIVITY:
Auto
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
272,Bhagwan Mahaveer Cancer Hospital & Research Centre,"MARKET NAME:
Bajaj Nagar Market. Gandhinagar
MARKET IS KNOWN FOR:
Household Items, Fast Food
RESTURANTS IN MARKET PLACE:
Local, Fast Food, Family Type, Etc.
RELIGIOUS PLACES IN MARKET:
Shri Jain Mandir Namokar Bhavan"
273,Santokba Durlabhji Memorial Hospital,"APPOINTMENT LINK
www.sdmh.in"
274,Santokba Durlabhji Memorial Hospital,"INTERNATIONAL CUSINES
Italian, Chinese"
275,Santokba Durlabhji Memorial Hospital,"INTERNATIONAL RECOGNITIONS
NABH"
276,Santokba Durlabhji Memorial Hospital,"ISO DETAILS
- Not Available -"
277,Santokba Durlabhji Memorial Hospital,"LANGUAGES
* French,"
278,Santokba Durlabhji Memorial Hospital,"CERTIFICATES
* NABH"
279,Santokba Durlabhji Memorial Hospital,"ROOMS
* Deluxe"
280,Santokba Durlabhji Memorial Hospital,
281,Santokba Durlabhji Memorial Hospital,
282,Santokba Durlabhji Memorial Hospital,
283,Santokba Durlabhji Memorial Hospital,
284,Santokba Durlabhji Memorial Hospital,
285,Santokba Durlabhji Memorial Hospital,
286,Santokba Durlabhji Memorial Hospital,
287,Santokba Durlabhji Memorial Hospital,
288,Santokba Durlabhji Memorial Hospital,
289,Santokba Durlabhji Memorial Hospital,
290,Santokba Durlabhji Memorial Hospital,
291,Santokba Durlabhji Memorial Hospital,
292,Santokba Durlabhji Memorial Hospital,
293,Santokba Durlabhji Memorial Hospital,
294,Santokba Durlabhji Memorial Hospital,
295,Santokba Durlabhji Memorial Hospital,
296,Santokba Durlabhji Memorial Hospital,
297,Santokba Durlabhji Memorial Hospital,
298,Santokba Durlabhji Memorial Hospital,
299,Santokba Durlabhji Memorial Hospital,
300,Santokba Durlabhji Memorial Hospital,
301,Santokba Durlabhji Memorial Hospital,
302,Santokba Durlabhji Memorial Hospital,
303,Santokba Durlabhji Memorial Hospital,
304,Santokba Durlabhji Memorial Hospital,
305,Santokba Durlabhji Memorial Hospital,
306,Santokba Durlabhji Memorial Hospital,
307,Santokba Durlabhji Memorial Hospital,
308,Santokba Durlabhji Memorial Hospital,
309,Santokba Durlabhji Memorial Hospital,
310,Santokba Durlabhji Memorial Hospital,
311,Santokba Durlabhji Memorial Hospital,
312,Santokba Durlabhji Memorial Hospital,
313,Santokba Durlabhji Memorial Hospital,
314,Santokba Durlabhji Memorial Hospital,
315,Santokba Durlabhji Memorial Hospital,
316,Santokba Durlabhji Memorial Hospital,
317,Santokba Durlabhji Memorial Hospital,
318,Santokba Durlabhji Memorial Hospital,
319,Santokba Durlabhji Memorial Hospital,
320,Santokba Durlabhji Memorial Hospital,
321,Santokba Durlabhji Memorial Hospital,"HOTEL'S NAME:
SPOT ON 64472 Milan Guest House
STAR RTAING:
2
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
0.4
ROOM COUNT:
12
PRICE RANGE (INR):
1000
PRICE RANGE (USD):
14
HOTELS LINK:
oyorooms.com"
322,Santokba Durlabhji Memorial Hospital,"HOTEL'S NAME:
Treebo Trend Woodsvilla Suites - Bapu Nagar Jaipur
STAR RTAING:
3
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
1.0
ROOM COUNT:
18
PRICE RANGE (INR):
1300
PRICE RANGE (USD):
18
HOTELS LINK:
treebo.com"
323,Santokba Durlabhji Memorial Hospital,"SIGHT'S NAME:
Moti Doongri Fort
SIGHTS' ADDRESS:
Near Birla Temple, Jaipur, Tilak Nagar, Jaipur, Rajasthan 302004
SIGHT DISTANCE FROM HOSPITAL (IN KM):
1.1
CONNECTIVITY:
Cab, Auto
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
324,Santokba Durlabhji Memorial Hospital,"MARKET NAME:
Farmers Market Of Jaipur
MARKET IS KNOWN FOR:
Multiple Type Of Items
RESTURANTS IN MARKET PLACE:
Local, Fast Food, Casual, Family Type, Etc
RELIGIOUS PLACES IN MARKET:
J.D.A. Hanuman Mandir"
325,Soni Medicare Limited,"APPOINTMENT LINK
- not available -"
326,Soni Medicare Limited,"INTERNATIONAL CUSINES
Indian Cuisines"
327,Soni Medicare Limited,"INTERNATIONAL RECOGNITIONS
- Not Available -"
328,Soni Medicare Limited,"ISO DETAILS
NA"
329,Soni Medicare Limited,"LANGUAGES
* English
* Hindi"
330,Soni Medicare Limited,"CERTIFICATES
* NABH"
331,Soni Medicare Limited,"ROOMS
* Multiple Beds"
332,Soni Medicare Limited,
333,Soni Medicare Limited,
334,Soni Medicare Limited,
335,Soni Medicare Limited,
336,Soni Medicare Limited,
337,Soni Medicare Limited,
338,Soni Medicare Limited,
339,Soni Medicare Limited,
340,Soni Medicare Limited,
341,Soni Medicare Limited,
342,Soni Medicare Limited,
343,Soni Medicare Limited,
344,Soni Medicare Limited,
345,Soni Medicare Limited,
346,Soni Medicare Limited,
347,Soni Medicare Limited,
348,Soni Medicare Limited,
349,Soni Medicare Limited,
350,Soni Medicare Limited,
351,Soni Medicare Limited,
352,Soni Medicare Limited,
353,Soni Medicare Limited,
354,Soni Medicare Limited,
355,Soni Medicare Limited,
356,Soni Medicare Limited,
357,Soni Medicare Limited,
358,Soni Medicare Limited,
359,Soni Medicare Limited,
360,Soni Medicare Limited,
361,Soni Medicare Limited,
362,Soni Medicare Limited,"HOTEL'S NAME:
Grand Uniara A Heritage Hotel
STAR RTAING:
2
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
0.6
ROOM COUNT:
36
PRICE RANGE (INR):
5700
PRICE RANGE (USD):
80
HOTELS LINK:
granduniaraheritage.xyz"
363,Soni Medicare Limited,"HOTEL'S NAME:
Hotel Narain Niwas Palace
STAR RTAING:
4
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
0.7
ROOM COUNT:
44
PRICE RANGE (INR):
13570
PRICE RANGE (USD):
190
HOTELS LINK:
hotelnarainniwas.com"
364,Soni Medicare Limited,"SIGHT'S NAME:
Moti Dungri Ganesh Ji Temple
SIGHTS' ADDRESS:
Moti Doongri Rd, Tilak Nagar, Jaipur, Rajasthan 302006
SIGHT DISTANCE FROM HOSPITAL (IN KM):
0.5
CONNECTIVITY:
Rikshaw
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
365,Soni Medicare Limited,"MARKET NAME:
Farmers Market Of Jaipur
MARKET IS KNOWN FOR:
Organic Food
RESTURANTS IN MARKET PLACE:
Sheesh Mahal Restaurant
RELIGIOUS PLACES IN MARKET:
Bal Hanuman Mandir"
366,"Bhandari Hospital & Research Centre, Jaipur","APPOINTMENT LINK
- not available -"
367,"Bhandari Hospital & Research Centre, Jaipur","INTERNATIONAL CUISINES
- Not Available -"
368,"Bhandari Hospital & Research Centre, Jaipur","INTERNATIONAL RECOGNITIONS
IBMS, USA"
369,"Bhandari Hospital & Research Centre, Jaipur","ISO DETAILS
No"
370,"Bhandari Hospital & Research Centre, Jaipur","LANGUAGES
* English
* Hindi"
371,"Bhandari Hospital & Research Centre, Jaipur","CERTIFICATES
* NABH"
372,"Bhandari Hospital & Research Centre, Jaipur",
373,"Bhandari Hospital & Research Centre, Jaipur",
374,"Bhandari Hospital & Research Centre, Jaipur",
375,"Bhandari Hospital & Research Centre, Jaipur",
376,"Bhandari Hospital & Research Centre, Jaipur",
377,"Bhandari Hospital & Research Centre, Jaipur",
378,"Bhandari Hospital & Research Centre, Jaipur",
379,"Bhandari Hospital & Research Centre, Jaipur",
380,"Bhandari Hospital & Research Centre, Jaipur",
381,"Bhandari Hospital & Research Centre, Jaipur",
382,"Bhandari Hospital & Research Centre, Jaipur",
383,"Bhandari Hospital & Research Centre, Jaipur",
384,"Bhandari Hospital & Research Centre, Jaipur",
385,"Bhandari Hospital & Research Centre, Jaipur",
386,"Bhandari Hospital & Research Centre, Jaipur",
387,"Bhandari Hospital & Research Centre, Jaipur",
388,"Bhandari Hospital & Research Centre, Jaipur",
389,"Bhandari Hospital & Research Centre, Jaipur",
390,"Bhandari Hospital & Research Centre, Jaipur",
391,"Bhandari Hospital & Research Centre, Jaipur",
392,"Bhandari Hospital & Research Centre, Jaipur",
393,"Bhandari Hospital & Research Centre, Jaipur",
394,"Bhandari Hospital & Research Centre, Jaipur",
395,"Bhandari Hospital & Research Centre, Jaipur",
396,"Bhandari Hospital & Research Centre, Jaipur",
397,"Bhandari Hospital & Research Centre, Jaipur",
398,"Bhandari Hospital & Research Centre, Jaipur",
399,"Bhandari Hospital & Research Centre, Jaipur",
400,"Bhandari Hospital & Research Centre, Jaipur",
401,"Bhandari Hospital & Research Centre, Jaipur",
402,"Bhandari Hospital & Research Centre, Jaipur",
403,"Bhandari Hospital & Research Centre, Jaipur",
404,"Bhandari Hospital & Research Centre, Jaipur",
405,"Bhandari Hospital & Research Centre, Jaipur",
406,"Bhandari Hospital & Research Centre, Jaipur",
407,"Bhandari Hospital & Research Centre, Jaipur",
408,"Bhandari Hospital & Research Centre, Jaipur",
409,"Bhandari Hospital & Research Centre, Jaipur",
410,"Bhandari Hospital & Research Centre, Jaipur",
411,"Bhandari Hospital & Research Centre, Jaipur",
412,"Bhandari Hospital & Research Centre, Jaipur",
413,"Bhandari Hospital & Research Centre, Jaipur",
414,"Bhandari Hospital & Research Centre, Jaipur",
415,"Bhandari Hospital & Research Centre, Jaipur",
416,"Bhandari Hospital & Research Centre, Jaipur",
417,"Bhandari Hospital & Research Centre, Jaipur",
418,"Bhandari Hospital & Research Centre, Jaipur",
419,"Bhandari Hospital & Research Centre, Jaipur",
420,"Bhandari Hospital & Research Centre, Jaipur",
421,"Bhandari Hospital & Research Centre, Jaipur",
422,"Bhandari Hospital & Research Centre, Jaipur",
423,"Bhandari Hospital & Research Centre, Jaipur",
424,"Bhandari Hospital & Research Centre, Jaipur",
425,"Bhandari Hospital & Research Centre, Jaipur",
426,"Bhandari Hospital & Research Centre, Jaipur",
427,"Bhandari Hospital & Research Centre, Jaipur",
428,"Bhandari Hospital & Research Centre, Jaipur",
429,"Bhandari Hospital & Research Centre, Jaipur",
430,"Bhandari Hospital & Research Centre, Jaipur",
431,"Bhandari Hospital & Research Centre, Jaipur",
432,"Bhandari Hospital & Research Centre, Jaipur",
433,"Bhandari Hospital & Research Centre, Jaipur",
434,"Bhandari Hospital & Research Centre, Jaipur",
435,"Bhandari Hospital & Research Centre, Jaipur",
436,"Bhandari Hospital & Research Centre, Jaipur",
437,"Bhandari Hospital & Research Centre, Jaipur",
438,"Bhandari Hospital & Research Centre, Jaipur",
439,"Bhandari Hospital & Research Centre, Jaipur",
440,"Bhandari Hospital & Research Centre, Jaipur",
441,"Bhandari Hospital & Research Centre, Jaipur",
442,"Bhandari Hospital & Research Centre, Jaipur",
443,"Bhandari Hospital & Research Centre, Jaipur",
444,"Bhandari Hospital & Research Centre, Jaipur",
445,"Bhandari Hospital & Research Centre, Jaipur",
446,"Bhandari Hospital & Research Centre, Jaipur",
447,"Bhandari Hospital & Research Centre, Jaipur",
448,"Bhandari Hospital & Research Centre, Jaipur",
449,"Bhandari Hospital & Research Centre, Jaipur",
450,"Bhandari Hospital & Research Centre, Jaipur",
451,"Bhandari Hospital & Research Centre, Jaipur",
452,"Bhandari Hospital & Research Centre, Jaipur",
453,"Bhandari Hospital & Research Centre, Jaipur",
454,"Bhandari Hospital & Research Centre, Jaipur",
455,"Bhandari Hospital & Research Centre, Jaipur",
456,"Bhandari Hospital & Research Centre, Jaipur",
457,"Bhandari Hospital & Research Centre, Jaipur",
458,"Bhandari Hospital & Research Centre, Jaipur",
459,"Bhandari Hospital & Research Centre, Jaipur",
460,"Bhandari Hospital & Research Centre, Jaipur",
461,"Bhandari Hospital & Research Centre, Jaipur",
462,"Bhandari Hospital & Research Centre, Jaipur",
463,"Bhandari Hospital & Research Centre, Jaipur","HOTEL'S NAME:
OYO 871 Hotel Jaipur City
STAR RTAING:
3
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
0.5
ROOM COUNT:
14
PRICE RANGE (INR):
2000
PRICE RANGE (USD):
28
HOTELS LINK:
oyorooms.com"
464,"Bhandari Hospital & Research Centre, Jaipur","HOTEL'S NAME:
Ganesham Rooms
STAR RTAING:
3
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
0.5
ROOM COUNT:
12
PRICE RANGE (INR):
1200
PRICE RANGE (USD):
17
HOTELS LINK:
na"
465,"Bhandari Hospital & Research Centre, Jaipur","SIGHT'S NAME:
Smriti Van
SIGHTS' ADDRESS:
Jawahar Lal Nehru Marg, Jhalana Doongri, Jaipur, Rajasthan 302004
SIGHT DISTANCE FROM HOSPITAL (IN KM):
3.8
CONNECTIVITY:
Metro, Cab, Rikshaw
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Royal Jaipur Sightseeing Taxi
AGENCY WEBSITE:
jaipursightseeingpackages.in
AGENCY CONTACT:
09694827899"
466,"Bhandari Hospital & Research Centre, Jaipur","MARKET NAME:
Super Market
MARKET IS KNOWN FOR:
Grocery Store
RESTURANTS IN MARKET PLACE:
North Indian Restaurant, North Indian Restaurant
RELIGIOUS PLACES IN MARKET:
Ram Mandir Vasundhara Colony"
467,Apex Hospitals Pvt. Ltd.,"APPOINTMENT LINK
- not available -"
468,Apex Hospitals Pvt. Ltd.,"INTERNATIONAL CUISINES
- Not Available -"
469,Apex Hospitals Pvt. Ltd.,"INTERNATIONAL RECOGNITIONS
No"
470,Apex Hospitals Pvt. Ltd.,"ISO DETAILS
- Not Available -"
471,Apex Hospitals Pvt. Ltd.,"LANGUAGES
* English
* Hindi"
472,Apex Hospitals Pvt. Ltd.,
473,Apex Hospitals Pvt. Ltd.,
474,Apex Hospitals Pvt. Ltd.,
475,Apex Hospitals Pvt. Ltd.,
476,Apex Hospitals Pvt. Ltd.,
477,Apex Hospitals Pvt. Ltd.,
478,Apex Hospitals Pvt. Ltd.,
479,Apex Hospitals Pvt. Ltd.,
480,Apex Hospitals Pvt. Ltd.,
481,Apex Hospitals Pvt. Ltd.,
482,Apex Hospitals Pvt. Ltd.,
483,Apex Hospitals Pvt. Ltd.,
484,Apex Hospitals Pvt. Ltd.,
485,Apex Hospitals Pvt. Ltd.,
486,Apex Hospitals Pvt. Ltd.,
487,Apex Hospitals Pvt. Ltd.,
488,Apex Hospitals Pvt. Ltd.,
489,Apex Hospitals Pvt. Ltd.,
490,Apex Hospitals Pvt. Ltd.,
491,Apex Hospitals Pvt. Ltd.,
492,Apex Hospitals Pvt. Ltd.,
493,Apex Hospitals Pvt. Ltd.,
494,Apex Hospitals Pvt. Ltd.,
495,Apex Hospitals Pvt. Ltd.,
496,Apex Hospitals Pvt. Ltd.,
497,Apex Hospitals Pvt. Ltd.,
498,Apex Hospitals Pvt. Ltd.,
499,Apex Hospitals Pvt. Ltd.,
500,Apex Hospitals Pvt. Ltd.,
501,Apex Hospitals Pvt. Ltd.,
502,Apex Hospitals Pvt. Ltd.,
503,Apex Hospitals Pvt. Ltd.,
504,Apex Hospitals Pvt. Ltd.,
505,Apex Hospitals Pvt. Ltd.,
506,Apex Hospitals Pvt. Ltd.,
507,Apex Hospitals Pvt. Ltd.,
508,Apex Hospitals Pvt. Ltd.,
509,Apex Hospitals Pvt. Ltd.,
510,Apex Hospitals Pvt. Ltd.,
511,Apex Hospitals Pvt. Ltd.,
512,Apex Hospitals Pvt. Ltd.,
513,Apex Hospitals Pvt. Ltd.,
514,Apex Hospitals Pvt. Ltd.,
515,Apex Hospitals Pvt. Ltd.,
516,Apex Hospitals Pvt. Ltd.,
517,Apex Hospitals Pvt. Ltd.,
518,Apex Hospitals Pvt. Ltd.,
519,Apex Hospitals Pvt. Ltd.,
520,Apex Hospitals Pvt. Ltd.,
521,Apex Hospitals Pvt. Ltd.,
522,Apex Hospitals Pvt. Ltd.,
523,Apex Hospitals Pvt. Ltd.,
524,Apex Hospitals Pvt. Ltd.,
525,Apex Hospitals Pvt. Ltd.,
526,Apex Hospitals Pvt. Ltd.,
527,Apex Hospitals Pvt. Ltd.,
528,Apex Hospitals Pvt. Ltd.,
529,Apex Hospitals Pvt. Ltd.,
530,Apex Hospitals Pvt. Ltd.,
531,Apex Hospitals Pvt. Ltd.,
532,Apex Hospitals Pvt. Ltd.,
533,Apex Hospitals Pvt. Ltd.,
534,Apex Hospitals Pvt. Ltd.,
535,Apex Hospitals Pvt. Ltd.,
536,Apex Hospitals Pvt. Ltd.,
537,Apex Hospitals Pvt. Ltd.,
538,Apex Hospitals Pvt. Ltd.,
539,Apex Hospitals Pvt. Ltd.,
540,Apex Hospitals Pvt. Ltd.,
541,Apex Hospitals Pvt. Ltd.,
542,Apex Hospitals Pvt. Ltd.,
543,Apex Hospitals Pvt. Ltd.,
544,Apex Hospitals Pvt. Ltd.,
545,Apex Hospitals Pvt. Ltd.,
546,Apex Hospitals Pvt. Ltd.,
547,Apex Hospitals Pvt. Ltd.,"HOTEL'S NAME:
Hotel Apple 9 Jaipur
STAR RTAING:
3
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
0.4
ROOM COUNT:
28
PRICE RANGE (INR):
780
PRICE RANGE (USD):
11
HOTELS LINK:
n/a"
548,Apex Hospitals Pvt. Ltd.,"HOTEL'S NAME:
OYO 10325 Hotel Grand Harshal
STAR RTAING:
3
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
0.4
ROOM COUNT:
20
PRICE RANGE (INR):
1110
PRICE RANGE (USD):
15
HOTELS LINK:
oyorooms.com"
549,Apex Hospitals Pvt. Ltd.,"SIGHT'S NAME:
Jawahar Kala Kendra
SIGHTS' ADDRESS:
2, Jawaharlal Nehru Marg, Opp Commerce College, Jhalana Doongri, Jaipur, Rajasthan 302004
SIGHT DISTANCE FROM HOSPITAL (IN KM):
5.0
CONNECTIVITY:
Auto
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
- Not Available -
AGENCY WEBSITE:
- not available -
AGENCY CONTACT:
- Not Available -"
550,Apex Hospitals Pvt. Ltd.,"MARKET NAME:
Vegetable Market
MARKET IS KNOWN FOR:
Vegetable
RESTURANTS IN MARKET PLACE:
Local, Dining, Casual, Fast Food, Family Type Etc.
RELIGIOUS PLACES IN MARKET:
Naval Saheb Temple"
0,Medway Hospitals,"APPOINTMENT LINK
www.medwayhospitals.com/book-an-appointment/"
1,Medway Hospitals,"INTERNATIONAL CUISINES
- Not Available -"
2,Medway Hospitals,"INTERNATIONAL RECOGNITIONS
- Not Available -"
3,Medway Hospitals,"ISO DETAILS
- Not Available -"
4,Medway Hospitals,"LANGUAGES
* English
* Tamil"
5,Medway Hospitals,"CERTIFICATES
* NABH"
6,Medway Hospitals,"ROOMS
- Not Available -"
7,Medway Hospitals,
8,Medway Hospitals,
9,Medway Hospitals,
10,Medway Hospitals,
11,Medway Hospitals,
12,Medway Hospitals,
13,Medway Hospitals,
14,Medway Hospitals,
15,Medway Hospitals,
16,Medway Hospitals,
17,Medway Hospitals,
18,Medway Hospitals,
19,Medway Hospitals,
20,Medway Hospitals,
21,Medway Hospitals,
22,Medway Hospitals,
23,Medway Hospitals,
24,Medway Hospitals,
25,Medway Hospitals,
26,Medway Hospitals,
27,Medway Hospitals,
28,Medway Hospitals,
29,Medway Hospitals,
30,Medway Hospitals,
31,Medway Hospitals,
32,Medway Hospitals,
33,Medway Hospitals,
34,"Vijaya Group Of Hospitals, Chennai","APPOINTMENT LINK
http://www.vijayahospital.org/"
35,"Vijaya Group Of Hospitals, Chennai","INTERNATIONAL CUISINES
- Not Available -"
36,"Vijaya Group Of Hospitals, Chennai","INTERNATIONAL RECOGNITIONS
- Not Available -"
37,"Vijaya Group Of Hospitals, Chennai","ISO DETAILS
- Not Available -"
38,"Vijaya Group Of Hospitals, Chennai","LANGUAGES
* English
* Arabic"
39,"Vijaya Group Of Hospitals, Chennai","CERTIFICATES
* NABH
* ISO"
40,"Vijaya Group Of Hospitals, Chennai","ROOMS
* Deluxe
* Suites
* Special Rooms"
41,"Vijaya Group Of Hospitals, Chennai",
42,"Vijaya Group Of Hospitals, Chennai",
43,"Vijaya Group Of Hospitals, Chennai",
44,"Vijaya Group Of Hospitals, Chennai",
45,"Vijaya Group Of Hospitals, Chennai",
46,"Vijaya Group Of Hospitals, Chennai",
47,"Vijaya Group Of Hospitals, Chennai",
48,"Vijaya Group Of Hospitals, Chennai",
49,"Vijaya Group Of Hospitals, Chennai",
50,"Vijaya Group Of Hospitals, Chennai",
51,"Vijaya Group Of Hospitals, Chennai",
52,"Vijaya Group Of Hospitals, Chennai",
53,"Vijaya Group Of Hospitals, Chennai",
54,"Vijaya Group Of Hospitals, Chennai",
55,"Vijaya Group Of Hospitals, Chennai",
56,"Vijaya Group Of Hospitals, Chennai",
57,"Vijaya Group Of Hospitals, Chennai",
58,"Vijaya Group Of Hospitals, Chennai",
59,"Vijaya Group Of Hospitals, Chennai",
60,"Vijaya Group Of Hospitals, Chennai",
