,Hospitals,Hotels
86,SKINFINITY DERMA CLINIC,
87,SKINFINITY DERMA CLINIC,
88,SKINFINITY DERMA CLINIC,
89,SKINFINITY DERMA CLINIC,
90,SKINFINITY DERMA CLINIC,
91,SKINFINITY DERMA CLINIC,
92,SKINFINITY DERMA CLINIC,
93,SKINFINITY DERMA CLINIC,
94,SKINFINITY DERMA CLINIC,
95,SKINFINITY DERMA CLINIC,
96,SKINFINITY DERMA CLINIC,
97,Rungta Hospital,"APPOINTMENT LINK
- not available -"
98,Rungta Hospital,"INTERNATIONAL CUISINES
- Not Available -"
99,Rungta Hospital,"INTERNATIONAL RECOGNITIONS
- Not Available -"
100,Rungta Hospital,"ISO DETAILS
- Not Available -"
101,Rungta Hospital,"LANGUAGES
* English
* Hindi
* Oriya
* Telugu
* Tamil
* Chinese
* Punjabi
* Bangla
* Marathi
* Malyalam
* French"
102,Rungta Hospital,"CERTIFICATES
* NABH"
103,Rungta Hospital,
104,Rungta Hospital,
105,Rungta Hospital,
106,Rungta Hospital,
107,Rungta Hospital,
108,Rungta Hospital,
109,Rungta Hospital,
110,Rungta Hospital,
111,Rungta Hospital,
112,Rungta Hospital,
113,Rungta Hospital,
114,Rungta Hospital,
115,Rungta Hospital,
116,Rungta Hospital,
117,Rungta Hospital,
118,Rungta Hospital,
119,Rungta Hospital,
120,Rungta Hospital,
121,Rungta Hospital,
122,Rungta Hospital,
123,Rungta Hospital,
124,Rungta Hospital,
125,Rungta Hospital,
126,Rungta Hospital,
127,Rungta Hospital,
128,Rungta Hospital,
129,Rungta Hospital,
130,Rungta Hospital,
131,Rungta Hospital,
132,Rungta Hospital,
133,Rungta Hospital,
134,Rungta Hospital,
135,Rungta Hospital,
136,Rungta Hospital,
137,Rungta Hospital,
138,Rungta Hospital,
139,Rungta Hospital,
140,Rungta Hospital,
141,Rungta Hospital,
142,Rungta Hospital,
143,Rungta Hospital,
144,Rungta Hospital,
145,Rungta Hospital,
146,Rungta Hospital,
147,Rungta Hospital,
148,Rungta Hospital,
149,Rungta Hospital,
150,Rungta Hospital,
151,Rungta Hospital,
152,Rungta Hospital,
153,Rungta Hospital,
154,Rungta Hospital,
155,Rungta Hospital,
156,Rungta Hospital,
157,Rungta Hospital,
158,Rungta Hospital,
159,Rungta Hospital,
160,Rungta Hospital,
161,Rungta Hospital,
162,Rungta Hospital,
163,Rungta Hospital,
164,Rungta Hospital,
165,Rungta Hospital,
166,Rungta Hospital,
167,Rungta Hospital,
168,Rungta Hospital,
169,Rungta Hospital,
170,Rungta Hospital,
171,Rungta Hospital,
172,Rungta Hospital,
173,Rungta Hospital,
174,Rungta Hospital,
175,Rungta Hospital,
176,Rungta Hospital,
177,Rungta Hospital,
178,Rungta Hospital,
179,Rungta Hospital,
180,Rungta Hospital,
181,Rungta Hospital,
182,Rungta Hospital,
183,Rungta Hospital,
184,Rungta Hospital,
185,Rungta Hospital,
186,Rungta Hospital,
187,Rungta Hospital,
188,Rungta Hospital,
189,Rungta Hospital,
190,Rungta Hospital,
191,Rungta Hospital,
192,Rungta Hospital,
193,Rungta Hospital,
194,Rungta Hospital,
195,Rungta Hospital,
196,Rungta Hospital,
197,Rungta Hospital,
198,Rungta Hospital,
199,Rungta Hospital,
200,Rungta Hospital,
201,Rungta Hospital,
202,Rungta Hospital,
203,Rungta Hospital,
204,Rungta Hospital,
205,Rungta Hospital,
206,Rungta Hospital,
207,Rungta Hospital,
208,Rungta Hospital,
209,Rungta Hospital,
210,Rungta Hospital,
211,Rungta Hospital,
212,Rungta Hospital,
213,Rungta Hospital,
214,Rungta Hospital,
215,Rungta Hospital,
216,Rungta Hospital,
217,Rungta Hospital,
218,Rungta Hospital,
219,Rungta Hospital,
220,Rungta Hospital,
221,Rungta Hospital,
222,Rungta Hospital,
223,Rungta Hospital,
224,Rungta Hospital,
225,Rungta Hospital,"HOTEL'S NAME:
Radisson Hotel
STAR RTAING:
5
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
2.7
ROOM COUNT:
182
PRICE RANGE (INR):
- Not Available -
PRICE RANGE (USD):
- Not Available -
HOTELS LINK:
https://www.radissonhotels.com/en-us/"
226,"Dharamshila Hospital And Research Centre, Delhi","APPOINTMENT LINK
http://www.dhrc.in"
227,"Dharamshila Hospital And Research Centre, Delhi","INTERNATIONAL CUISINES
- Not Available -"
228,"Dharamshila Hospital And Research Centre, Delhi","INTERNATIONAL RECOGNITIONS
- Not Available -"
229,"Dharamshila Hospital And Research Centre, Delhi","ISO DETAILS
- Not Available -"
230,"Dharamshila Hospital And Research Centre, Delhi","LANGUAGES
* Arabic
* English
* French
* Russian"
231,"Dharamshila Hospital And Research Centre, Delhi","CERTIFICATES
* NABH
* ISO"
232,"Dharamshila Hospital And Research Centre, Delhi",
233,"Dharamshila Hospital And Research Centre, Delhi",
234,"Dharamshila Hospital And Research Centre, Delhi",
235,"Dharamshila Hospital And Research Centre, Delhi",
236,"Dharamshila Hospital And Research Centre, Delhi",
237,"Dharamshila Hospital And Research Centre, Delhi",
238,"Dharamshila Hospital And Research Centre, Delhi",
239,"Dharamshila Hospital And Research Centre, Delhi",
240,"Dharamshila Hospital And Research Centre, Delhi",
241,"Dharamshila Hospital And Research Centre, Delhi",
242,"Dharamshila Hospital And Research Centre, Delhi",
243,"Dharamshila Hospital And Research Centre, Delhi",
244,"Dharamshila Hospital And Research Centre, Delhi",
245,"Dharamshila Hospital And Research Centre, Delhi",
246,"Dharamshila Hospital And Research Centre, Delhi",
247,"Dharamshila Hospital And Research Centre, Delhi",
248,"Dharamshila Hospital And Research Centre, Delhi",
249,"Dharamshila Hospital And Research Centre, Delhi",
250,"Dharamshila Hospital And Research Centre, Delhi",
251,"Dharamshila Hospital And Research Centre, Delhi",
252,"Dharamshila Hospital And Research Centre, Delhi",
253,"Dharamshila Hospital And Research Centre, Delhi",
254,"Dharamshila Hospital And Research Centre, Delhi",
255,"Dharamshila Hospital And Research Centre, Delhi",
256,"Dharamshila Hospital And Research Centre, Delhi",
257,"Dharamshila Hospital And Research Centre, Delhi",
258,"Dharamshila Hospital And Research Centre, Delhi",
259,"Dharamshila Hospital And Research Centre, Delhi",
260,"Dharamshila Hospital And Research Centre, Delhi",
261,"Dharamshila Hospital And Research Centre, Delhi",
262,"Dharamshila Hospital And Research Centre, Delhi",
263,"Dharamshila Hospital And Research Centre, Delhi",
264,"Dharamshila Hospital And Research Centre, Delhi",
265,"Dharamshila Hospital And Research Centre, Delhi",
266,"Dharamshila Hospital And Research Centre, Delhi",
267,"Dharamshila Hospital And Research Centre, Delhi",
268,"Dharamshila Hospital And Research Centre, Delhi",
269,"Dharamshila Hospital And Research Centre, Delhi",
270,"Dharamshila Hospital And Research Centre, Delhi",
271,"Dharamshila Hospital And Research Centre, Delhi",
272,"Dharamshila Hospital And Research Centre, Delhi",
273,"Dharamshila Hospital And Research Centre, Delhi",
274,"Dharamshila Hospital And Research Centre, Delhi",
275,"Dharamshila Hospital And Research Centre, Delhi",
276,"Dharamshila Hospital And Research Centre, Delhi",
277,"Dharamshila Hospital And Research Centre, Delhi",
278,"Dharamshila Hospital And Research Centre, Delhi",
279,"Dharamshila Hospital And Research Centre, Delhi",
280,"Dharamshila Hospital And Research Centre, Delhi",
281,"Dharamshila Hospital And Research Centre, Delhi","HOTEL'S NAME:
OYO 10667 Prakash Guest House
STAR RTAING:
2
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
1.0
ROOM COUNT:
35
PRICE RANGE (INR):
1800
PRICE RANGE (USD):
24
HOTELS LINK:
oyorooms.com"
282,"Dharamshila Hospital And Research Centre, Delhi","HOTEL'S NAME:
Hotel Noida Darbar A Banquet Hotel
STAR RTAING:
2
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
1.0
ROOM COUNT:
43
PRICE RANGE (INR):
2500
PRICE RANGE (USD):
33
HOTELS LINK:
https://noidadarbar.business.site/?utm_source=gmb&utm_medium=referral"
283,"Dharamshila Hospital And Research Centre, Delhi","SIGHT'S NAME:
Raj Ghat
SIGHTS' ADDRESS:
Behind Red Fort, New Delhi, Delhi 110006
SIGHT DISTANCE FROM HOSPITAL (IN KM):
12.0
CONNECTIVITY:
Cab
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
284,"Dharamshila Hospital And Research Centre, Delhi","MARKET NAME:
Malda Bazar
MARKET IS KNOWN FOR:
Fresh Vegetables & Fresh Non Veg Raw Food
RESTURANTS IN MARKET PLACE:
Fast Food, Casual, Family Resturants, Etc
RELIGIOUS PLACES IN MARKET:
Temple"
285,"Care Hospitals, Vishakhapatnam","APPOINTMENT LINK
http://www.carehospitals.com"
286,"Care Hospitals, Vishakhapatnam","INTERNATIONAL CUISINES
* Indian
* Continental
* French"
287,"Care Hospitals, Vishakhapatnam","INTERNATIONAL RECOGNITIONS
- Not Available -"
288,"Care Hospitals, Vishakhapatnam","ISO DETAILS
- Not Available -"
289,"Care Hospitals, Vishakhapatnam","LANGUAGES
* Arabic
* French
* Russian
* Spanish"
290,"Care Hospitals, Vishakhapatnam","CERTIFICATES
* NABH"
291,"Care Hospitals, Vishakhapatnam",
292,"Care Hospitals, Vishakhapatnam",
293,"Care Hospitals, Vishakhapatnam",
294,"Care Hospitals, Vishakhapatnam",
295,"Care Hospitals, Vishakhapatnam",
296,"Care Hospitals, Vishakhapatnam",
297,"Care Hospitals, Vishakhapatnam",
298,"Care Hospitals, Vishakhapatnam",
299,"Care Hospitals, Vishakhapatnam",
300,"Care Hospitals, Vishakhapatnam",
301,"Care Hospitals, Vishakhapatnam",
302,"Care Hospitals, Vishakhapatnam",
303,"Care Hospitals, Vishakhapatnam",
304,"Care Hospitals, Vishakhapatnam",
305,"Care Hospitals, Vishakhapatnam",
306,"Care Hospitals, Vishakhapatnam",
307,"Care Hospitals, Vishakhapatnam",
308,"Care Hospitals, Vishakhapatnam",
309,"Care Hospitals, Vishakhapatnam",
310,"Care Hospitals, Vishakhapatnam",
311,"Care Hospitals, Vishakhapatnam",
312,"Care Hospitals, Vishakhapatnam",
313,"Care Hospitals, Vishakhapatnam",
314,"Care Hospitals, Vishakhapatnam",
315,"Care Hospitals, Vishakhapatnam",
316,"Care Hospitals, Vishakhapatnam",
317,"Care Hospitals, Vishakhapatnam",
318,"Care Hospitals, Vishakhapatnam",
319,"Care Hospitals, Vishakhapatnam",
320,"Care Hospitals, Vishakhapatnam",
321,"Care Hospitals, Vishakhapatnam",
322,"Care Hospitals, Vishakhapatnam",
323,"Care Hospitals, Vishakhapatnam",
324,"Care Hospitals, Vishakhapatnam",
325,"Care Hospitals, Vishakhapatnam",
326,"Care Hospitals, Vishakhapatnam",
327,"Care Hospitals, Vishakhapatnam",
328,"Care Hospitals, Vishakhapatnam",
329,"Care Hospitals, Vishakhapatnam",
330,"Care Hospitals, Vishakhapatnam",
331,"Care Hospitals, Vishakhapatnam",
332,"Care Hospitals, Vishakhapatnam",
333,"Care Hospitals, Vishakhapatnam",
334,"Care Hospitals, Vishakhapatnam",
335,"Care Hospitals, Vishakhapatnam",
336,"Care Hospitals, Vishakhapatnam",
337,"Care Hospitals, Vishakhapatnam",
338,"Care Hospitals, Vishakhapatnam",
339,"Care Hospitals, Vishakhapatnam",
340,"Care Hospitals, Vishakhapatnam",
341,"Care Hospitals, Vishakhapatnam",
342,"Care Hospitals, Vishakhapatnam",
343,"Care Hospitals, Vishakhapatnam",
344,"Care Hospitals, Vishakhapatnam",
345,"Care Hospitals, Vishakhapatnam",
346,"Care Hospitals, Vishakhapatnam",
347,"Care Hospitals, Vishakhapatnam",
348,"Care Hospitals, Vishakhapatnam",
349,"Care Hospitals, Vishakhapatnam",
350,"Care Hospitals, Vishakhapatnam",
351,"Care Hospitals, Vishakhapatnam",
352,"Care Hospitals, Vishakhapatnam",
353,"Care Hospitals, Vishakhapatnam",
354,"Care Hospitals, Vishakhapatnam",
355,"Care Hospitals, Vishakhapatnam",
356,"Care Hospitals, Vishakhapatnam",
357,"Care Hospitals, Vishakhapatnam",
358,"Care Hospitals, Vishakhapatnam",
359,"Care Hospitals, Vishakhapatnam",
360,"Care Hospitals, Vishakhapatnam",
361,"Care Hospitals, Vishakhapatnam",
362,"Care Hospitals, Vishakhapatnam",
363,"Care Hospitals, Vishakhapatnam",
364,"Care Hospitals, Vishakhapatnam",
365,"Care Hospitals, Vishakhapatnam",
366,"Care Hospitals, Vishakhapatnam",
367,"Care Hospitals, Vishakhapatnam",
368,"Care Hospitals, Vishakhapatnam",
369,"Care Hospitals, Vishakhapatnam",
370,"Care Hospitals, Vishakhapatnam",
371,"Care Hospitals, Vishakhapatnam",
372,"Care Hospitals, Vishakhapatnam",
373,"Care Hospitals, Vishakhapatnam",
374,"Care Hospitals, Vishakhapatnam",
375,"Care Hospitals, Vishakhapatnam",
376,"Care Hospitals, Vishakhapatnam","HOTEL'S NAME:
Fortune Inn Sree Kanya, Visakhapatnam
STAR RTAING:
4
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
2.0
ROOM COUNT:
93
PRICE RANGE (INR):
4000
PRICE RANGE (USD):
53
HOTELS LINK:
http://fortunehotels.in/hotel/visakhapatnam-fortune_inn_sree_kanya.aspx"
377,"Care Hospitals, Vishakhapatnam","HOTEL'S NAME:
Hotel Supreme
STAR RTAING:
3
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
2.0
ROOM COUNT:
67
PRICE RANGE (INR):
3000
PRICE RANGE (USD):
40
HOTELS LINK:
http://hotelsupremevizag.com/"
378,"Care Hospitals, Vishakhapatnam","SIGHT'S NAME:
Simhachalam Temple
SIGHTS' ADDRESS:
Simhachalam
SIGHT DISTANCE FROM HOSPITAL (IN KM):
17.0
CONNECTIVITY:
Bus/ Cab
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
379,"Care Hospitals, Vishakhapatnam","MARKET NAME:
Jagadamba Centre
MARKET IS KNOWN FOR:
Malls, Emporiums And Other Retail Shops- Hand Woven Fabrics, Wooden Carvings, Metal Sculptures, Sandalwood Products, Antiques, Leather Products, Carpets, Wall Hangings And Other Popular Craftwork
RESTURANTS IN MARKET PLACE:
Indian, European, Chinese, Continental, Beverages, Fast Food, Cafe
RELIGIOUS PLACES IN MARKET:
Simhachalam Temple"
380,"Rockland Hospital, Qutab","APPOINTMENT LINK
http://www.rocklandhospitals.com"
381,"Rockland Hospital, Qutab","INTERNATIONAL CUISINES
- Not Available -"
382,"Rockland Hospital, Qutab","INTERNATIONAL RECOGNITIONS
- Not Available -"
383,"Rockland Hospital, Qutab","ISO DETAILS
- Not Available -"
384,"Rockland Hospital, Qutab","LANGUAGES
* English
* Arabic
* French
* Russian
* German"
385,"Rockland Hospital, Qutab","CERTIFICATES
* NABH"
386,"Rockland Hospital, Qutab",
387,"Rockland Hospital, Qutab",
388,"Rockland Hospital, Qutab",
389,"Rockland Hospital, Qutab",
390,"Rockland Hospital, Qutab",
391,"Rockland Hospital, Qutab",
392,"Rockland Hospital, Qutab",
393,"Rockland Hospital, Qutab",
394,"Rockland Hospital, Qutab",
395,"Rockland Hospital, Qutab",
396,"Rockland Hospital, Qutab",
397,"Rockland Hospital, Qutab",
398,"Rockland Hospital, Qutab",
399,"Rockland Hospital, Qutab",
400,"Rockland Hospital, Qutab",
401,"Rockland Hospital, Qutab",
402,"Rockland Hospital, Qutab",
403,"Rockland Hospital, Qutab",
404,"Rockland Hospital, Qutab",
405,"Rockland Hospital, Qutab",
406,"Rockland Hospital, Qutab",
407,"Rockland Hospital, Qutab",
408,"Rockland Hospital, Qutab",
409,"Rockland Hospital, Qutab",
410,"Rockland Hospital, Qutab",
411,"Rockland Hospital, Qutab",
412,"Rockland Hospital, Qutab",
413,"Rockland Hospital, Qutab",
414,"Rockland Hospital, Qutab",
415,"Rockland Hospital, Qutab",
416,"Rockland Hospital, Qutab",
417,"Rockland Hospital, Qutab",
418,"Rockland Hospital, Qutab",
419,"Rockland Hospital, Qutab",
420,"Rockland Hospital, Qutab",
421,"Rockland Hospital, Qutab",
422,"Rockland Hospital, Qutab",
423,"Rockland Hospital, Qutab",
424,"Rockland Hospital, Qutab",
425,"Rockland Hospital, Qutab",
426,"Rockland Hospital, Qutab",
427,"Rockland Hospital, Qutab",
428,"Rockland Hospital, Qutab",
429,"Rockland Hospital, Qutab",
430,"Rockland Hospital, Qutab",
431,"Rockland Hospital, Qutab",
432,"Rockland Hospital, Qutab",
433,"Rockland Hospital, Qutab",
434,"Rockland Hospital, Qutab",
435,"Rockland Hospital, Qutab",
436,"Rockland Hospital, Qutab",
437,"Rockland Hospital, Qutab",
438,"Rockland Hospital, Qutab",
439,"Rockland Hospital, Qutab",
440,"Rockland Hospital, Qutab",
441,"Rockland Hospital, Qutab",
442,"Rockland Hospital, Qutab",
443,"Rockland Hospital, Qutab",
444,"Rockland Hospital, Qutab",
445,"Rockland Hospital, Qutab",
446,"Rockland Hospital, Qutab",
447,"Rockland Hospital, Qutab",
448,"Rockland Hospital, Qutab",
449,"Rockland Hospital, Qutab",
450,"Rockland Hospital, Qutab","HOTEL'S NAME:
THE TAJ MAHAL
STAR RTAING:
5
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
10.0
ROOM COUNT:
274
PRICE RANGE (INR):
- Not Available -
PRICE RANGE (USD):
225
HOTELS LINK:
http://tajhotels.com"
451,"Rockland Hospital, Qutab","HOTEL'S NAME:
LE MERIDIEN NEW DELHI
STAR RTAING:
5
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
12.0
ROOM COUNT:
358
PRICE RANGE (INR):
8000
PRICE RANGE (USD):
106
HOTELS LINK:
http://lemeridien.com"
452,"Rockland Hospital, Qutab","SIGHT'S NAME:
Qutub Minar
SIGHTS' ADDRESS:
Seth Sarai, Mehrauli, New Delhi, Delhi 110030
SIGHT DISTANCE FROM HOSPITAL (IN KM):
1.0
CONNECTIVITY:
Cab
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
453,"Rockland Hospital, Qutab","MARKET NAME:
Dilli Haat
MARKET IS KNOWN FOR:
Handicrafts & Decoratives – From All Over India, Food
RESTURANTS IN MARKET PLACE:
Indian, Italian, Café, Chinese
RELIGIOUS PLACES IN MARKET:
Temple – Vinay Nagar Kali Mandir Ram Temple Church – Delhi Bible Fellowship"
454,"Rockland Hospital, Manesar","APPOINTMENT LINK
http://www.rocklandhospitals.com"
455,"Rockland Hospital, Manesar","INTERNATIONAL CUISINES
- Not Available -"
456,"Rockland Hospital, Manesar","INTERNATIONAL RECOGNITIONS
- Not Available -"
457,"Rockland Hospital, Manesar","ISO DETAILS
- Not Available -"
458,"Rockland Hospital, Manesar","LANGUAGES
* English
* Arabic
* French
* Russian
* German"
459,"Rockland Hospital, Manesar","CERTIFICATES
* NABH"
460,"Rockland Hospital, Manesar",
461,"Rockland Hospital, Manesar",
462,"Rockland Hospital, Manesar",
463,"Rockland Hospital, Manesar",
464,"Rockland Hospital, Manesar",
465,"Rockland Hospital, Manesar",
466,"Rockland Hospital, Manesar",
467,"Rockland Hospital, Manesar",
468,"Rockland Hospital, Manesar",
469,"Rockland Hospital, Manesar",
470,"Rockland Hospital, Manesar",
471,"Rockland Hospital, Manesar",
472,"Rockland Hospital, Manesar",
473,"Rockland Hospital, Manesar",
474,"Rockland Hospital, Manesar",
475,"Rockland Hospital, Manesar",
476,"Rockland Hospital, Manesar",
477,"Rockland Hospital, Manesar",
478,"Rockland Hospital, Manesar",
479,"Rockland Hospital, Manesar",
480,"Rockland Hospital, Manesar",
481,"Rockland Hospital, Manesar",
482,"Rockland Hospital, Manesar",
483,"Rockland Hospital, Manesar",
484,"Rockland Hospital, Manesar",
485,"Rockland Hospital, Manesar",
486,"Rockland Hospital, Manesar",
487,"Rockland Hospital, Manesar",
488,"Rockland Hospital, Manesar",
489,"Rockland Hospital, Manesar",
490,"Rockland Hospital, Manesar",
491,"Rockland Hospital, Manesar",
492,"Rockland Hospital, Manesar",
493,"Rockland Hospital, Manesar",
494,"Rockland Hospital, Manesar",
495,"Rockland Hospital, Manesar",
496,"Rockland Hospital, Manesar",
497,"Rockland Hospital, Manesar",
498,"Rockland Hospital, Manesar",
499,"Rockland Hospital, Manesar",
500,"Rockland Hospital, Manesar",
501,"Rockland Hospital, Manesar",
502,"Rockland Hospital, Manesar",
503,"Rockland Hospital, Manesar",
504,"Rockland Hospital, Manesar",
505,"Rockland Hospital, Manesar",
506,"Rockland Hospital, Manesar",
507,"Rockland Hospital, Manesar",
508,"Rockland Hospital, Manesar",
509,"Rockland Hospital, Manesar",
510,"Rockland Hospital, Manesar",
511,"Rockland Hospital, Manesar",
512,"Rockland Hospital, Manesar",
513,"Rockland Hospital, Manesar",
514,"Rockland Hospital, Manesar",
515,"Rockland Hospital, Manesar","HOTEL'S NAME:
Heritage Village Manesar
STAR RTAING:
4
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
0.7
ROOM COUNT:
160
PRICE RANGE (INR):
6000
PRICE RANGE (USD):
79
HOTELS LINK:
http://selecthotels.co.in/manesar.php"
516,"Rockland Hospital, Manesar","HOTEL'S NAME:
Hyatt Regency Gurgaon
STAR RTAING:
4
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
5.0
ROOM COUNT:
200
PRICE RANGE (INR):
5000
PRICE RANGE (USD):
66
HOTELS LINK:
http://gurgaon.regency.hyatt.com/"
517,"Rockland Hospital, Manesar","SIGHT'S NAME:
Kingdom Of Dreams
SIGHTS' ADDRESS:
Auditorium Complex, Sector 29, Gurgaon
SIGHT DISTANCE FROM HOSPITAL (IN KM):
10.0
CONNECTIVITY:
Cab, Metro, Auto, Bus
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
518,"Rockland Hospital, Manesar","MARKET NAME:
Sushant Lok
MARKET IS KNOWN FOR:
General, Household, Medicine, Clothing, Food
RESTURANTS IN MARKET PLACE:
Chinese, Italian, Indian
RELIGIOUS PLACES IN MARKET:
Hindu - E-Block, Sushant Lok, Phase-I"
519,"Rockland Hospital, Dwarka","APPOINTMENT LINK
http://www.rocklandhospitals.com"
520,"Rockland Hospital, Dwarka","INTERNATIONAL CUISINES
- Not Available -"
521,"Rockland Hospital, Dwarka","INTERNATIONAL RECOGNITIONS
- Not Available -"
522,"Rockland Hospital, Dwarka","ISO DETAILS
- Not Available -"
523,"Rockland Hospital, Dwarka","LANGUAGES
- Not Available -"
524,"Rockland Hospital, Dwarka",
525,"Rockland Hospital, Dwarka",
526,"Rockland Hospital, Dwarka",
527,"Rockland Hospital, Dwarka",
528,"Rockland Hospital, Dwarka",
529,"Rockland Hospital, Dwarka",
530,"Rockland Hospital, Dwarka",
531,"Rockland Hospital, Dwarka",
532,"Rockland Hospital, Dwarka",
533,"Rockland Hospital, Dwarka",
534,"Rockland Hospital, Dwarka",
535,"Rockland Hospital, Dwarka",
536,"Rockland Hospital, Dwarka",
537,"Rockland Hospital, Dwarka",
538,"Rockland Hospital, Dwarka",
539,"Rockland Hospital, Dwarka",
540,"Rockland Hospital, Dwarka",
541,"Rockland Hospital, Dwarka",
542,"Rockland Hospital, Dwarka",
543,"Rockland Hospital, Dwarka",
544,"Rockland Hospital, Dwarka",
545,"Rockland Hospital, Dwarka",
546,"Rockland Hospital, Dwarka",
547,"Rockland Hospital, Dwarka",
548,"Rockland Hospital, Dwarka",
549,"Rockland Hospital, Dwarka",
550,"Rockland Hospital, Dwarka",
551,"Rockland Hospital, Dwarka",
552,"Rockland Hospital, Dwarka",
553,"Rockland Hospital, Dwarka",
554,"Rockland Hospital, Dwarka",
555,"Rockland Hospital, Dwarka",
556,"Rockland Hospital, Dwarka",
557,"Rockland Hospital, Dwarka",
558,"Rockland Hospital, Dwarka",
559,"Rockland Hospital, Dwarka",
560,"Rockland Hospital, Dwarka",
561,"Rockland Hospital, Dwarka",
562,"Rockland Hospital, Dwarka",
563,"Rockland Hospital, Dwarka",
564,"Rockland Hospital, Dwarka",
565,"Rockland Hospital, Dwarka",
566,"Rockland Hospital, Dwarka",
567,"Rockland Hospital, Dwarka",
568,"Rockland Hospital, Dwarka",
569,"Rockland Hospital, Dwarka",
570,"Rockland Hospital, Dwarka",
571,"Rockland Hospital, Dwarka",
572,"Rockland Hospital, Dwarka",
573,"Rockland Hospital, Dwarka",
574,"Rockland Hospital, Dwarka",
575,"Rockland Hospital, Dwarka",
576,"Rockland Hospital, Dwarka",
577,"Rockland Hospital, Dwarka",
578,"Rockland Hospital, Dwarka",
579,"Rockland Hospital, Dwarka",
580,"Rockland Hospital, Dwarka",
581,"Rockland Hospital, Dwarka",
582,"Rockland Hospital, Dwarka",
583,"Rockland Hospital, Dwarka",
584,"Rockland Hospital, Dwarka",
585,"Rockland Hospital, Dwarka","HOTEL'S NAME:
Radisson Blu Hotel New Delhi Dwarka
STAR RTAING:
5
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
1.0
ROOM COUNT:
220
PRICE RANGE (INR):
6500
PRICE RANGE (USD):
86
HOTELS LINK:
http://radissonblu.com/hotel-newdelhidwarka"
586,"Rockland Hospital, Dwarka","SIGHT'S NAME:
Qutub Minar
SIGHTS' ADDRESS:
Mehrauli
SIGHT DISTANCE FROM HOSPITAL (IN KM):
22.0
CONNECTIVITY:
Metro/ Local Bus/ Auto/ Taxi
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
587,"Rockland Hospital, Dwarka","MARKET NAME:
Connaught Place (Includes Palika Bazar, Janpath Market, Metropolitan, Tibetian Market, Wholesale Flower Market)
MARKET IS KNOWN FOR:
Apparels, Gold And Synthetic Jewellery Handcraft, Kashmiri Shawls And Carpeting, Artwork And Gemstones, Footwearand Electronic Items
RESTURANTS IN MARKET PLACE:
Multicuisine, South Indian, Chinese, Italian, Coffee Shops, Snacks, Chinese Restaurants
RELIGIOUS PLACES IN MARKET:
Lakshmi Narayan Mandir"
588,"Max Super Speciality Hospitals, Patparganj","APPOINTMENT LINK
https://www.maxhealthcare.in/hospital-network/max-super-speciality-hospital-patparganj"
589,"Max Super Speciality Hospitals, Patparganj","INTERNATIONAL CUISINES
* French"
590,"Max Super Speciality Hospitals, Patparganj","INTERNATIONAL RECOGNITIONS
- Not Available -"
591,"Max Super Speciality Hospitals, Patparganj","ISO DETAILS
- Not Available -"
592,"Max Super Speciality Hospitals, Patparganj","LANGUAGES
- Not Available -"
593,"Max Super Speciality Hospitals, Patparganj","CERTIFICATES
* NABH
* ISO"
594,"Max Super Speciality Hospitals, Patparganj",
595,"Max Super Speciality Hospitals, Patparganj",
596,"Max Super Speciality Hospitals, Patparganj",
597,"Max Super Speciality Hospitals, Patparganj",
598,"Max Super Speciality Hospitals, Patparganj",
599,"Max Super Speciality Hospitals, Patparganj",
600,"Max Super Speciality Hospitals, Patparganj",
601,"Max Super Speciality Hospitals, Patparganj",
602,"Max Super Speciality Hospitals, Patparganj",
603,"Max Super Speciality Hospitals, Patparganj",
604,"Max Super Speciality Hospitals, Patparganj",
605,"Max Super Speciality Hospitals, Patparganj",
606,"Max Super Speciality Hospitals, Patparganj",
607,"Max Super Speciality Hospitals, Patparganj",
608,"Max Super Speciality Hospitals, Patparganj",
609,"Max Super Speciality Hospitals, Patparganj",
