,Type,Name,Phone,Address,City,Pincode,Country,Timings,Mode_of_Payment,Currency,Link_to_profile
288,Pharmacy,Oudh coco gem,9415426363,"1, Nr Gpo, Vidhyanath Sabha marg, Hazratganj, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41101/oudh-coco-gem
289,Pharmacy,Pankaj pharmacy,7311138014,A- 5 hal town ship old colony indira nager,Lucknow,226016,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/82189/pankaj-pharmacy
290,Pharmacy,Patanjali Chikitsalaya,(0522) 2398777,"3/69, Patrkar Puram, Gomti Nagar, Lucknow",Lucknow,226010,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40903/patanjali-chikitsalaya
291,Pharmacy,Pavitra Medicals,(0522) 4001689,"1/329, Viram Khand, Gomti Nagar, Lucknow",Lucknow,226010,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41013/pavitra-medicals
292,Pharmacy,Pawan Pharma,(0522) 2202593,"6, Khiamal Market, 1st Floor, Aminabad, Lucknow",Lucknow,226018,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41369/pawan-pharma
293,Pharmacy,Peer Ji Medicose,09651601297,Tender care Nursing home Picnic Spot Road Khurram Nagar,Lucknow,226022,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/82490/peer-ji-medicose
294,Pharmacy,Perfumary Store,(0522) 4002878,"1, Aminabad Square, Aminabad, Lucknow",Lucknow,226018,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41341/perfumary-store
295,Pharmacy,Pharma & Bk,(0522) 2628204,"113/7, Medicine Market, Aminabad, Lucknow",Lucknow,226018,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41393/pharma-bk
296,Pharmacy,Phlox Laboratories Private Limited,9838008200,"BAJ NAGAR , KAKORI",Lucknow,226101,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/82282/phlox-laboratories-private-limited
297,Pharmacy,Prabhu Medicals,9335993997,"G-1, Singh Complex, Near Manas Complex, Kursi Road, Aliganj, Lucknow",Lucknow,226024,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41139/prabhu-medicals
298,Pharmacy,Prachi Medicals,(0522) 2610619,Lucknow,Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41267/prachi-medicals
299,Pharmacy,Pradeep Medicals,(0522) 2303113,"A/12, Shopping Complex, Vivek Khand, Gomti Nagar, Lucknow",Lucknow,226010,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41070/pradeep-medicals
300,Pharmacy,Pradeep madicals,9451954415,"Shop no.-A-12, LDA market, Near tiwari tutorial, Gomti Nagar Lucknow, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41288/pradeep-madicals
301,Pharmacy,Prakash Homeo,9839902004,"Sultanpur, A P Sabha, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41174/prakash-homeo
302,Pharmacy,Prasad Homeo Agency,9336010070,"Nr Kesar Bagh Bus Stand, Lucknow Chowk, Lucknow",Lucknow,226003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40990/prasad-homeo-agency
303,Pharmacy,Prasad Medical & Surgicals,(0522) 2656681,"RAI Bareli Rd Lucknow, LUCKNOW",Lucknow,226014,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41082/prasad-medical-surgicals
304,Pharmacy,Pratima Medical Hall,9415102800,"439 C/99, Hardoi Road, Thakurganj, Lucknow",Lucknow,226003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41006/pratima-medical-hall
305,Pharmacy,Praveen Medical Store,(0522) 2440789,"Ram Bharose School Market, Telibagh, Lucknow",Lucknow,226002,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41309/praveen-medical-store
306,Pharmacy,Prem Medicine,9935057905,"Puran Nagar Chauraha, Puran Nagar, Alambagh, Lucknow",Lucknow,226005,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41018/prem-medicine
307,Pharmacy,Public Health Summit,(0522) 2271859,"G3, Paradise Market, Aminabad, Lucknow",Lucknow,226018,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41366/public-health-summit
308,Pharmacy,Punjab Medical Store,933626113,"62/3 G. G. S. Marg, Hussainganj, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41222/punjab-medical-store
309,Pharmacy,Pushkar Medico,(0522) 2212021,"Near Krishna Medical Centre, Rp Marg, Hussainganj, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41220/pushkar-medico
310,Pharmacy,Pushkar Medico,9415016521,"1 Rana Pratap Marg, near Krishna Medical Centre and behind KD Singh Babu Stadium, Hazratganj, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/81881/pushkar-medico
311,Pharmacy,Pushkar Medicos,(0522) 2270106,"Nr Krishna Medical Centre, Rana Pratap Mg, A P Sabha, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41168/pushkar-medicos
312,Pharmacy,R C Gupta Ent,9839487410,"Shop Number -25, Murli Nagar,Near Gupta Bakri, Hussainganj, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41224/r-c-gupta-ent
313,Pharmacy,RELITE CHEMIST,9336279032,"C-31 sec c alkapuri, Near anchlic science centre, Aliganj, Lucknow",Lucknow,226024,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41157/relite-chemist
314,Pharmacy,Radha Medical Hall,(0522) 2768052,"Kaushala Bhawan, Kursi Road, Aliganj, Lucknow",Lucknow,226024,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41141/radha-medical-hall
315,Pharmacy,Radhe Medical Store,,"16 Rana Pratap Marg, Dali Bagh Lucknow, Near Times Of India Building, Dalibagh, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41199/radhe-medical-store
316,Pharmacy,Radhey Medical Hall,(0522) 2323032,"Shop No-3, Singh Complex, Opp. Mishra Petrol Pump, Kurshi Road, Aliganj, Lucknow",Lucknow,226024,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41136/radhey-medical-hall
317,Pharmacy,Radhika Pharma,(0522) 2212631,"Prabhu Ashram, Rajabazar, Aminabad, Lucknow",Lucknow,226018,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41353/radhika-pharma
318,Pharmacy,Rahmani Dawakhana Lucknow ,09198059753,"Shop No: B-12 Noor Market, Near Bata Shoe Company, Era Medical Centre Opposite New Zam Zam Jewellers, Akbari Gate, Chowk, Lucknow ",Lucknow,226003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/81908/rahmani-dawakhana-lucknow
319,Pharmacy,Rahul Medicos,(0522) 2610249,"15, Cantt Road, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41223/rahul-medicos
320,Pharmacy,Rahul Pharma,(0522) 2200272,"Shop No-4, Iind Floor, Soloman Market, Aminabad, Lucknow",Lucknow,226018,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41362/rahul-pharma
321,Pharmacy,Raj Drug Agency,(0522) 3915795,"1st Floor J N K Market, Medicine Market, Aminabad, Lucknow",Lucknow,226018,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41394/raj-drug-agency
322,Pharmacy,Raj Pharma Medical Store,9670632869,"206, Baniya Mohal, Sadar, Sadar, Lucknow",Lucknow,226002,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41298/raj-pharma-medical-store
323,Pharmacy,Raja Remedies,(0522) 2617027,"11, Jamuna Market, Aminabad, Lucknow",Lucknow,226018,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41352/raja-remedies
324,Pharmacy,Rajat Medicos,(0522) 2614315,"Subhas Rd, Lucknow Gpo, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41180/rajat-medicos
325,Pharmacy,Rajeev Medical Store,9415753684,"Opp. Rajendra Nagar Hospital, Rajendra Nagar, Aishbagh, Lucknow",Lucknow,226004,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41056/rajeev-medical-store
326,Pharmacy,Raju Medical Store,(0522) 2223627,"Shukla market, Sec 14 bahta gao, Kursi road, Aliganj, Lucknow",Lucknow,226024,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41021/raju-medical-store
327,Pharmacy,Rakti Medical Store,9450637581,"Near Yadav Complex, Telibagh, Lucknow",Lucknow,226002,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41312/rakti-medical-store
328,Pharmacy,Ram Medicines,(0522) 2272715,"Lalbagh, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41102/ram-medicines
329,Pharmacy,Rama Medicos,(0522) 2636340,"51/11, Udaiganj, Hussainganj, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41244/rama-medicos
330,Pharmacy,Rama Medicos,(0522) 2636340,"51/11, Udai Ganj, Cantt Road, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41259/rama-medicos
331,Pharmacy,Rama Medicos,(0522) 2481256,"1049, Sadar Bazar, Sadar, Lucknow",Lucknow,226002,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41315/rama-medicos
332,Pharmacy,Rama medicals,9369174167,"Shop no.-3, Viram khand, Husadiya chauraha, Patarkarpuram road, Gomti Nagar Lucknow, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41284/rama-medicals
333,Pharmacy,Ramendra Singh Kushwaha Memorial Nursing...,(0522) 2571572,"51-A, Opp. Telephone Exchange, New Azad Nagar, Kalyanpur, Lucknow",Lucknow,226002,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41301/ramendra-singh-kushwaha-memorial-nursing
334,Pharmacy,Ravi Medical Store,(0522) 2459949,"4, Pakri Ka Pull, VIP Road, Alambagh, Lucknow",Lucknow,226005,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40962/ravi-medical-store
335,Pharmacy,Rehman Medicals,9935830313,"New Haider Ganj Campbell Road, Campbell Lines, Lucknow",Lucknow,226002,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41303/rehman-medicals
336,Pharmacy,Religare Wellness LTD,(0522) 4081994,"Ugf-3, Ashoka Tower, Opp Indira Bhawan, Ashok Marg, Hazratganj, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40906/religare-wellness-ltd
337,Pharmacy,Religare Wellness LTD,(0522) 4105760,"S No 1, Grd Flr, Abdul Hameed Bldg, 311/19, Kamla Nehru Marg, Lucknow",Lucknow,226003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40917/religare-wellness-ltd
338,Pharmacy,Religare Wellness Ltd,(0522) 4081991,"S No-1, Arif Apt, Blk-5, Kapoorthala, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40911/religare-wellness-ltd
339,Pharmacy,Renu Medical Store,9415086141,"Sector Q, Aliganj, Lucknow",Lucknow,226024,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41128/renu-medical-store
340,Pharmacy,Rohit Medicals,9936473721,"4, Prem Plaza, Sec-G, Lda Colony, Alambagh, Lucknow",Lucknow,226005,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41073/rohit-medicals
341,Pharmacy,Royal Medical Store,9696315260,"Udayganj Choraha, Cantt Road, Udaiganj, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41198/royal-medical-store
342,Pharmacy,Royal Medical Udaiyganj,9415438076,"Mata Suga Devi, Station Rd, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41230/royal-medical-udaiyganj
343,Pharmacy,Rukhsaana Medical & Trama Center,9795329575,"Ashfrabad , Nakhas, Din Dayal Rd, Nakhas, Lucknow",Lucknow,226002,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40950/rukhsaana-medical-trama-center
344,Pharmacy,S S Medical Centre,(0522) 2282173,"Shop No-1, Waris Plaza, Opp. Raj Hotel, Hussainganj, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41233/s-s-medical-centre
345,Pharmacy,S. K. Medicals,9415793182,"Ashraf Market, Katra Saadat Ganj, Saadatganj, Lucknow",Lucknow,226003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41009/s-k-medicals
346,Pharmacy,S.n. Medicals,(0522) 2241087,"215/86, Subhash Marg, Hazratganj, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41217/sn-medicals
347,Pharmacy,S.t. Medical Store,9839012403,"Puraniya Railway Crossing, Aliganj, Lucknow",Lucknow,226024,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41153/st-medical-store
348,Pharmacy,S.v. Pharma,9839169842,"Bharat Ashram, Raja Bazar, Lucknow",Lucknow,226003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41065/sv-pharma
349,Pharmacy,SHRISTI MEDICAL STORE,(0512) 4029150,"3/316, Neelkanth, Vivek Khand, Gomti Nagar Lucknow, LUCKNOW",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41189/shristi-medical-store
350,Pharmacy,Sachdeva Medicals Wholesale,(0522) 2618911,"1 Pharma Plaza, Medicine Market, Aminabad, Lucknow",Lucknow,226018,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40984/sachdeva-medicals-wholesale
351,Pharmacy,Sadbhawna Medical And Trauma Centre,9839555579,"Plot No-3, Khinni Chauraha, Sheikhpur Road, Rajaji Puram, Lucknow",Lucknow,226017,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41025/sadbhawna-medical-and-trauma-centre
352,Pharmacy,Sagar Distributors,9415467216,"3rd Floor, J. N. K. Market, Aminabad, Lucknow",Lucknow,226018,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41395/sagar-distributors
353,Pharmacy,Sagun Medical Store,9956539051,"B-3, Lekhraj Market, Nr. Lekhraj crossing, Faizabad Road, Indira Nagar Lucknow, Lucknow",Lucknow,226016,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40956/sagun-medical-store
354,Pharmacy,Sahu Medicals,(0522) 2288427,"39/48, Ram Tirath Marg, Narhi Bazar, Hazratganj, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41115/sahu-medicals
355,Pharmacy,Sai medical store,8174888557,"Shop no.-115, deva palace, Japuria road, Japuria road, Gomti Nagar Lucknow, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41278/sai-medical-store
356,Pharmacy,Saint Teresa Medical Hall,9336995600,"A-6, L. G. F, Annapurna commercial complex, Sector - H, Kanpur Road, LDA Colony, Lucknow",Lucknow,226012,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41004/saint-teresa-medical-hall
357,Pharmacy,Sament Medical Store,(0522) 2441139,"New Market, Telibagh, Lucknow",Lucknow,226002,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41314/sament-medical-store
358,Pharmacy,Sana Medical Store,9305340392,"Hardoi Road, Thakurganj, Lucknow",Lucknow,226003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41007/sana-medical-store
359,Pharmacy,Sanchit Medical Store,9415087900,"Ug To Shiv Ram Complex, Dandaiya Bazar, Aliganj, Lucknow",Lucknow,226024,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41144/sanchit-medical-store
360,Pharmacy,Sandeep Medical Hall,9450393974,"14, Milon Tower, Near Gayatri Mandir, Kursi Road, Jankipuram, Lucknow",Lucknow,226021,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41060/sandeep-medical-hall
361,Pharmacy,Sandeep Medicine Store,(0522) 3290633,"Shop Number . 3, Near Vivekanand Hospital, Chandganj Garden Road, Aliganj, Lucknow",Lucknow,226002,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41333/sandeep-medicine-store
362,Pharmacy,Sanjari Medicals,(0522) 2281167,"118/116, 29-B, M M Market, Cantt Road, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41236/sanjari-medicals
363,Pharmacy,Sanjay Medical Store,9839368183,"Near Police Station, Phool Bagh, Kursi Road, Gudamba, Lucknow",Lucknow,226026,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41031/sanjay-medical-store
364,Pharmacy,Sanjay Medical Store,(0522) 2387459,"Shivani Mkt, Lucknow Gpo, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41181/sanjay-medical-store
365,Pharmacy,Sanjay Medical Store,9415578448,"31-A, Opp. Odeon Cinema, Cantt Road, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41227/sanjay-medical-store
366,Pharmacy,Sanjivani Medical Centre,(0522) 2252310,"Tooriaganj Crossing, Ashok Marg, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40937/sanjivani-medical-centre
367,Pharmacy,Sanmarg medical store,9939113778,"UGF 6, Near city hospital, Park road, Hazratganj, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41093/sanmarg-medical-store
368,Pharmacy,Sant Kanwar Medical Hall,9935672606,"New Ganesh Ganj, New Ganeshganj, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41215/sant-kanwar-medical-hall
369,Pharmacy,Santosh Medical Store,(0522) 2395798,"Lgi, Arohi Plaza, Gomti Nagar, Lucknow",Lucknow,226010,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40970/santosh-medical-store
370,Pharmacy,Sara Medicals,9305812997,"Hewett Road, Hawett Road, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41196/sara-medicals
371,Pharmacy,Sarad Anand Medicals,9838622222,"2219, E- Block, Rajaji Puram, Lucknow",Lucknow,226017,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41028/sarad-anand-medicals
372,Pharmacy,Saral Medical Store,(0522) 2455593,"Ram nagar, Infront Of Prakash Bartan Store, Kanpur road, Alambagh, Lucknow",Lucknow,226005,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40995/saral-medical-store
373,Pharmacy,Sarita Medical Centre,(0522) 3913296,"Civil Hospital Gate, Narhi Bazar, Hazratganj, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41241/sarita-medical-centre
374,Pharmacy,Sarkar Pharamancy,9451242696,"G. P. Road, Maulviganj, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41216/sarkar-pharamancy
375,Pharmacy,Sarkar Pharmacy,(0522) 2237150,"Maulviganj, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41218/sarkar-pharmacy
376,Pharmacy,Satabdi Medical Store,9335555441,"Alam Nagar Road, Bowali, Rajaji Puram, Lucknow",Lucknow,226017,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41027/satabdi-medical-store
377,Pharmacy,Satguru Medical Store,9450462030,"21 Gurunanak Market, Opp. Sudarshan Cinema, Charbagh, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41206/satguru-medical-store
378,Pharmacy,Satguru Medical Store,9889008304,"Shop no 5, Nr. Railway station, Station road, Charbagh, Lucknow",Lucknow,226004,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41337/satguru-medical-store
379,Pharmacy,Satish Medical Store,9415796200,"Sec K, Near Vindhyachal Devi Mandir, Aliganj, Lucknow",Lucknow,226024,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41126/satish-medical-store
380,Pharmacy,Saumya Medicals,(0522) 4009729,"Shop No-3, Nr PNB Bank,Dav Mkt, Aishbagh, Lucknow",Lucknow,226004,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41339/saumya-medicals
381,Pharmacy,Savitri Medical Store,(0522) 4043912,"Shop no 2, Opp. Naka Kotwali, Guru govindsingh marg, Naka Hindala, Lucknow",Lucknow,226002,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41338/savitri-medical-store
382,Pharmacy,Sergico Medical Store,(0522) 2451778,"Sita Niwas, Charbagh, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41169/sergico-medical-store
383,Pharmacy,Sewa Medical Store,9450369258,"Sec -C, Aliganj, Lucknow",Lucknow,226002,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41295/sewa-medical-store
384,Pharmacy,Shagun Medical Store,9936474608,"B-3, Lekhraj, Indira Nagar Lucknow, Lucknow",Lucknow,226016,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40913/shagun-medical-store
